crop,location,month,season,festival,previous_demand,supply,temperature,quantity_demanded,recommended_price
Grapes,Junnar,9,Rabi,0,6207,-1078,13.0,7039,32.18
Tomato,Junnar,10,Kharif,0,15405,9608,13.4,7857,22.37
Tomato,Manchar,9,Monsoon,1,14837,11028,12.3,10930,26.85
Soybean,Manchar,6,Rabi,0,8182,8471,18.4,8235,19.65
Grapes,Pune,5,Monsoon,0,7541,9421,27.8,6598,15.77
Pomegranate,Chakan,9,Kharif,0,5888,3875,10.2,7952,26.12
Grapes,Manchar,6,Rabi,0,8072,6071,19.8,7592,22.28
Grapes,Baramati,9,Monsoon,1,7019,2212,10.8,10939,35.09
Onion,Pune,5,Zaid,0,17578,10724,29.7,9757,28.55
Tomato,Manchar,3,Kharif,1,10509,13989,35.8,8654,19.0
Grapes,Pune,7,Monsoon,1,7279,8056,18.7,7983,21.89
Rice (Basmati),Chakan,6,Zaid,0,12541,6635,24.1,8009,22.06
Rice (Basmati),Manchar,12,Zaid,0,5272,7486,21.9,5074,16.38
Soybean,Hadapsar,11,Rabi,1,8071,7438,15.7,10128,26.04
Potato,Hadapsar,2,Zaid,1,13593,11576,28.0,11819,22.36
Grapes,Manchar,4,Rabi,0,6242,3036,31.5,7556,26.78
Onion,Hadapsar,9,Kharif,0,13562,11714,12.1,7636,23.88
Grapes,Junnar,9,Zaid,0,9888,4772,9.2,6727,22.93
Onion,Narayangaon,12,Monsoon,0,12991,16661,22.9,6006,14.02
Rice (Basmati),Hadapsar,1,Rabi,0,10985,6593,24.0,8913,23.48
Grapes,Manchar,11,Monsoon,0,10365,5976,13.1,8245,23.4
Tomato,Chakan,7,Rabi,0,12871,16880,15.4,6575,10.0
Grapes,Narayangaon,3,Rabi,1,4582,4017,30.6,9498,30.22
Potato,Manchar,4,Rabi,1,13664,18437,32.1,8038,10.0
Grapes,Hadapsar,7,Rabi,1,10958,6757,16.9,9798,26.56
Tomato,Hadapsar,2,Monsoon,0,16325,11443,28.6,9915,22.71
Wheat,Junnar,11,Zaid,1,8843,8519,17.2,10210,24.54
Pomegranate,Baramati,5,Rabi,0,10894,4848,23.9,7851,24.5
Grapes,Manchar,1,Zaid,1,5746,9087,26.5,9007,21.88
Rice (Basmati),Chakan,6,Kharif,0,9153,7998,23.1,6213,17.32
Onion,Baramati,7,Rabi,0,17379,12753,19.2,12219,29.2
Wheat,Manchar,10,Zaid,0,9295,6728,14.4,6555,19.74
Onion,Manchar,5,Kharif,0,17146,11367,28.9,10153,28.18
Potato,Manchar,3,Kharif,0,11501,9083,32.1,6728,16.47
Potato,Junnar,4,Rabi,0,14276,13971,30.6,8065,11.14
Soybean,Manchar,3,Kharif,1,7873,7707,34.2,9504,24.7
Rice (Basmati),Narayangaon,3,Zaid,0,8439,10680,33.1,6800,14.18
Rice (Basmati),Baramati,4,Monsoon,1,5941,5290,30.7,9748,28.69
Onion,Hadapsar,2,Rabi,1,13323,11644,30.2,7235,25.39
Rice (Basmati),Chakan,4,Zaid,0,9877,8398,34.3,7115,18.08
Rice (Basmati),Manchar,5,Rabi,0,12196,10311,26.8,6702,14.59
Potato,Chakan,12,Monsoon,1,16237,17139,24.1,8944,10.0
Soybean,Manchar,4,Monsoon,1,5737,8718,32.7,9331,22.92
Pomegranate,Junnar,9,Zaid,1,5320,9616,12.8,9671,22.08
Grapes,Baramati,3,Rabi,0,8392,4995,33.8,9128,26.2
Pomegranate,Narayangaon,11,Zaid,1,7655,2165,15.9,12203,37.06
Rice (Basmati),Chakan,8,Zaid,0,4615,6751,13.2,5364,17.92
Wheat,Pune,5,Monsoon,0,6757,6263,27.5,6127,19.8
Rice (Basmati),Chakan,8,Monsoon,0,8176,6147,12.4,7517,22.05
Tomato,Manchar,4,Rabi,1,14614,14713,29.9,9902,19.78
Tomato,Manchar,8,Monsoon,0,13716,9089,11.2,7901,23.22
Rice (Basmati),Baramati,2,Zaid,0,7620,6664,30.2,6568,19.86
Rice (Basmati),Junnar,7,Monsoon,0,4429,6534,19.6,6694,20.24
Rice (Basmati),Manchar,6,Monsoon,1,4220,9968,23.7,6736,17.15
Rice (Basmati),Narayangaon,6,Kharif,0,8835,5257,20.3,7642,23.58
Soybean,Chakan,10,Rabi,0,6726,7370,15.6,6183,18.22
Soybean,Junnar,3,Kharif,0,8387,6649,32.2,6722,20.11
Pomegranate,Junnar,6,Kharif,0,4181,8221,22.4,5015,15.19
Tomato,Pune,6,Monsoon,1,16673,16823,21.6,10548,17.59
Rice (Basmati),Chakan,12,Rabi,0,6333,4800,20.4,7285,23.73
Tomato,Baramati,10,Zaid,0,10793,17237,9.4,6110,10.0
Rice (Basmati),Chakan,10,Zaid,1,6842,4259,12.4,10693,31.65
Onion,Chakan,12,Rabi,0,15586,12155,23.9,9096,25.41
Rice (Basmati),Hadapsar,4,Kharif,0,8382,3626,30.3,9010,28.08
Onion,Pune,6,Monsoon,0,13000,18984,18.6,5005,10.0
Rice (Basmati),Pune,8,Kharif,0,6217,6674,12.0,6158,19.23
Grapes,Pune,7,Monsoon,0,5999,4362,14.6,6205,22.76
Wheat,Narayangaon,2,Kharif,0,5941,10438,29.3,4734,11.44
Wheat,Chakan,10,Rabi,1,5689,8313,16.4,10684,25.56
Grapes,Narayangaon,2,Monsoon,0,11418,7798,31.3,7763,19.95
Rice (Basmati),Narayangaon,11,Rabi,1,5360,5903,19.6,9316,27.12
Pomegranate,Junnar,7,Zaid,0,4775,8715,13.2,5925,15.81
Grapes,Junnar,7,Kharif,0,7956,8154,17.9,5966,16.72
Tomato,Hadapsar,8,Zaid,0,13001,12211,12.3,9943,21.6
Pomegranate,Manchar,9,Rabi,0,9546,8458,12.7,7846,19.08
